Name,Street,Municipality,Categories,Time Zone,Phone,Phones,Owner,Email,Social Medias,Review Count,Average Rating,Google Maps URL,Latitude,Longitude,Website,Domain,Image,Place Id,Sport
Padel Club Flavacourtois,10 Rue Saint-Nicolas,60590 Flavacourt,Sports club,Europe/Paris,,,Padel Club Flavacourtois (Owner),,,6,5,https://www.google.com/maps?cid=2262316316535121851,49.340223,1.8300669,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwG-vbjWLeZl-yvOXokr2uxhxIJmcWtbl6c1akEgIO3hMLxR9828kKln7ljoeUvIUZLJ1sLmQeK7YGw0Lx7K715T81-jjeEkMSAwfa9efpgHOVY4TuiIWezp7hgrPi9Br3vvjg7NwnXmdsZ,ChIJ5c_YNgDh5kcRu2elILRcZR8,padel
4PADEL Champigny,111 Rue Alexandre Fourny,94500 Champigny-sur-Marne,Padel court,Europe/Paris,+33 1 47 06 64 85,"01 47 06 64 85, +33 1 47 06 64 85",4PADEL Champigny (Owner),"annemasse@4padel.fr,argenteuil@4padel.fr,bordeaux@4padel.fr,boulogne-billancourt@4padel.fr,saint-denis@4padel.fr,challans@4padel.fr,creteil@4padel.fr,dunkerque@4padel.fr,epinay@4padel.fr,seclin@4padel.fr,limoges@4padel.fr,marville@4padel.fr,metz.sud@4padel.fr,montreuil@4padel.fr,mulhouse@4padel.fr,orleans@4padel.fr,paris20@4padel.fr,reims@4padel.fr,saint-louis@4padel.fr,sudreunion@4padel.fr,strasbourg@4padel.fr,colomiers@4padel.fr,vaires.torcy@4padel.fr,rouen@4padel.fr","facebook: https://www.facebook.com/4PADELFrance
instagram: https://www.instagram.com/4padel
linkedin: https://www.linkedin.com/company/groupelefive
twitter: https://x.com/4PADELFrance",17,3.8,https://www.google.com/maps?cid=18238943379054848449,48.8194266,2.5252567,https://4padel.fr/,4padel.fr,https://lh3.googleusercontent.com/p/AF1QipPiByerDgkmtR67gmfN4RVpufKqKXn0zwTBblE-,ChIJIXpsfHYN5kcRwekGg16-Hf0,padel
Padel LOB,1 Imp. de Grieu,14130 Pont-l'Évêque,Sports complex,Europe/Paris,+33 2 31 65 80 84,"02 31 65 80 84, +33 2 31 65 80 84",Padel LOB (Owner),padellob14@gmail.com,"instagram: https://www.instagram.com/padel__lob
linkedin: https://www.linkedin.com/company/padel-lob",21,5,https://www.google.com/maps?cid=10311927561347533186,49.2831,0.202481,https://padellob.fr/,padellob.fr,https://lh3.googleusercontent.com/p/AF1QipPR3sNNE7hbw3mkhkL0z0J7_RZ3fn9n67BlPJjY,ChIJJUPuAYnP4UcRggmua3tTG48,padel
PALATIUM Sport & Life,Lieu dit les Dames Blanches,zone de Décathlon,"Padel club, Sports club",Europe/Paris,+33 3 53 63 10 63,"03 53 63 10 63, +33 3 53 63 10 63",PALATIUM Sport & Life (Owner),contact@palatium-club.com,"instagram: https://www.instagram.com/palatium_club
linkedin: https://www.linkedin.com/in/didier-de-amorin",49,4.7,https://www.google.com/maps?cid=17433555177049858838,48.3305526,4.1024295,https://palatium-club.com/,palatium-club.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOuC7F89ZJTf4ZoQQpgFybvb5xRL_o1MXsvWEGytcNHOj_k9UDfP7gojHfZRXaT3mikBaTPqy7c5Cfo0zjEgr9YuZgnrebj5aMeAcLzvgFTexFUMCE1NvRZDqZ4V6eqIolLFg,ChIJhaQecgCj7kcRFqM6DBFu8PE,padel
CSM section Paddle,24 Rue Arnold Géraux,93450 L'Île-Saint-Denis,Padel club,Europe/Paris,+33 6 49 42 94 04,"06 49 42 94 04, +33 6 49 42 94 04",CSM section Paddle (Owner),,,8,4.6,https://www.google.com/maps?cid=2681984735056686038,48.9404465,2.3374828,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzX8DhNr3venodq7cTvMCkc5bPDKn2QNWqnpjZeHAsh5IETTZ92zZ3PSNKfi3Kl3TA21Stdre2BkUToeaJ2vrgPIDxEP5ukCf_GOAEfbGkzQSnKVGHlZUHorTO2s7kSf3fwFFux,ChIJewDvsi1p5kcR1usSIuhSOCU,padel
HiLo Padel,14 Rue Yvan Tourgueneff,78380 Bougival,Sports club,Europe/Paris,,,HiLo Padel (Owner),,,,,https://www.google.com/maps?cid=6867281371162766835,48.8678165,2.1467203,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oi39PcGNA2cUnx_Xc2KVzQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=153.05525&pitch=0&thumbfov=100,ChIJtxzfrTVj5kcR823QzAV8TV8,padel
PADEL et TENNIS club de Germigny,Rue Degas,77910 Germigny-l'Évêque,"Tennis club, Padel club",Europe/Paris,+33 7 83 12 91 51,"07 83 12 91 51, +33 7 83 12 91 51",PADEL et TENNIS club de Germigny (Owner),,,85,4.8,https://www.google.com/maps?cid=3850479954928486956,48.9972597,2.9544388,,,https://lh3.googleusercontent.com/p/AF1QipO5jBBwrzWi3C2NJabhkSVsweDD4eg9VaUHY5TS,ChIJ8RBXFXGi6EcRLEpGSB6nbzU,padel
Le Passo,5 Rue René Cassin,28000 Chartres,"Sports complex, Bar, Fitness center, Padel club, Padel court, Seminary, Snack bar",Europe/Paris,+33 6 82 74 49 31,"06 82 74 49 31, +33 6 82 74 49 31",Le Passo (Owner),"utilisateur@domaine.com,passo.chartres@gmail.com",instagram: https://www.instagram.com/passoclub,32,4.9,https://www.google.com/maps?cid=9960070031848484893,48.4398912,1.5223404,https://www.padelpasso.com/,padelpasso.com,https://lh3.googleusercontent.com/p/AF1QipNIIRMyoYqhzWPmujrckCJJjKYo12YvY_U7ptOj,ChIJxZ9qQyAN5EcRHbBXWuxGOYo,padel
padel Club,10 Rue Gustave Eiffel,78710 Rosny-sur-Seine,Padel club,Europe/Paris,+33 1 30 98 65 11,"01 30 98 65 11, +33 1 30 98 65 11",padel Club (Owner),,,,,https://www.google.com/maps?cid=16089635041361928106,48.9949452,1.6488998,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=755riJfQo-9RzSncncDiYw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=337.4699&pitch=0&thumbfov=100,ChIJHzkDGLm55kcRqh8O1tLdSd8,padel
Tennis Padel Club de Magnanville,Pl. Pierre Mendès France,78200 Magnanville,Tennis club,Europe/Paris,,,Tennis Padel Club de Magnanville (Owner),,,21,4.7,https://www.google.com/maps?cid=14039569972962641643,48.969329,1.686251,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuf9uduLjMWcKpofUOrmRneLRqWLW30GPQxmoCUZvCMKnPSkWcvIRyBEBzbw7hfaXUJZP-8OLSKrdExVEZr5WJCRDO7Z6I8P8VN_Y6sB7roXtUUZr3B6QuBEsMcA8ghWnE27SJEjQgPz_0,ChIJg6X9JJO-5kcR68atbYGS1sI,padel
Padel LESIGNY,77150 Lésigny,France,Padel court,Europe/Paris,,,Padel LESIGNY (Owner),,,10,3.8,https://www.google.com/maps?cid=5684253985742533567,48.7404399,2.6091544,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_svcPyhFfT02ruFaqVDEbQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=121.58222&pitch=0&thumbfov=100,ChIJ-8gLbIYJ5kcRvzNIMeKG4k4,padel
Carré Padel,70 Av. Albert Einstein,77550 Moissy-Cramayel,Padel court,Europe/Paris,+33 7 78 78 94 06,"07 78 78 94 06, +33 7 78 78 94 06",Carré Padel (Owner),,,2,5,https://www.google.com/maps?cid=4572979918617601981,48.619926,2.5716198,,,https://lh3.googleusercontent.com/p/AF1QipPr_R1OQIf_9kruD7qYmkBG27CwVru2bHcbzgWr,ChIJOzqUqjrj5UcRvWcy3gF9dj8,padel
Padel Paradise Le Mans,La Brosse,72700 Spay,Padel court,Europe/Paris,+33 2 43 28 49 38,"02 43 28 49 38, +33 2 43 28 49 38",Padel Paradise Le Mans (Owner),,"facebook: https://www.facebook.com/people/Padel-Paradise/61556650613290
instagram: https://www.instagram.com/padel_paradise_lemans",8,3.5,https://www.google.com/maps?cid=11199464690256948566,47.9352307,0.1631731,https://padel-paradise.fr/,padel-paradise.fr,https://lh3.googleusercontent.com/p/AF1QipMFGmE-GaZGjzhCMTexOxM-sbsA0Le8CVvZit-_,ChIJHQoZAeuF4kcRVq1Lacx9bJs,padel
UrbanPadel Lognes - Marne-la-Vallée,29 Rue de la Maison Rouge,77185 Lognes,Padel club,Europe/Paris,+33 1 83 61 61 80,"01 83 61 61 80, +33 1 83 61 61 80",UrbanPadel Lognes - Marne-la-Vallée (Owner),,"facebook: https://www.facebook.com/UrbanPadel-112095204880843
instagram: https://www.instagram.com/urbanpadelfr",3,5,https://www.google.com/maps?cid=14574502098510832797,48.8268364,2.6300186,https://www.urbanpadel.fr/les-centres/lognes/,urbanpadel.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwftVBM3XJB6z06H9lOYr1nhREV3qzVsNxgRtBxi74wmY1F0odfl1AaQ7tNCZQieypxG7l0PiZq94PQwQpgl5bOglJsl6bwX9hEruc0ePm5XScbmTiwMcGjjjCc7RQinv_UsVr34NwKtDEv,ChIJw9GaMGMP5kcRnWTsh3AIQ8o,padel
Padel Arena - Saint Aubin sur Gaillon,1 Les Champs Chouette,27600 Saint-Aubin-sur-Gaillon,Sports complex,Europe/Paris,,,Padel Arena - Saint Aubin sur Gaillon (Owner),,,,,https://www.google.com/maps?cid=14563687234337759383,49.1429648,1.3111658,,,https://lh3.googleusercontent.com/p/AF1QipOCkoqwOFGmk1_yppq-YIHxf9nvvrj0RXmDzp-2,ChIJYc4LcOsz4UcRl-CXvmCcHMo,padel
Open Padel,10 Rue Bernard de Fontenelle,02000 Chambry,Padel court,Europe/Paris,+33 3 23 29 42 48,"03 23 29 42 48, +33 3 23 29 42 48",Open Padel (Owner),,,1,4,https://www.google.com/maps?cid=14051782375952085385,49.5899616,3.6509093,,,https://lh3.googleusercontent.com/p/AF1QipP1f6hzpyjVN4Cq_fGmoTSl89xx4nT0LJ_94LZ-,ChIJdbjsIbC16UcRifG3E5_1AcM,padel
Constructeur Padel,20 Rue de la Pointe,93230 Noisy-le-Sec,Padel court,Europe/Paris,+33 1 48 45 04 29,"01 48 45 04 29, +33 1 48 45 04 29",Constructeur Padel (Owner),contact@constructeur-padel.fr,linkedin: https://www.linkedin.com/in/florentin-doreau,2,5,https://www.google.com/maps?cid=1792031228334728199,48.8942404,2.4397672,https://www.constructeur-padel.fr/,constructeur-padel.fr,https://lh3.googleusercontent.com/p/AF1QipPVXd31ylb5vxyspwrSQzyiX5a-pH-68c66W58Z,ChIJfa9YJgBt5kcRB2RMV-iS3hg,padel
Padel Amigos,92100 Rue le Corbusier,92100 Boulogne-Billancourt,Sports club,Europe/Paris,,,Padel Amigos (Owner),,,,,https://www.google.com/maps?cid=1444252255521707344,48.8375028,2.2387936,,,https://lh3.googleusercontent.com/p/AF1QipOO3J4AgCSusbTWSwOYrtfz-G9CY8y-rwk0rfOj,ChIJEyRi_n975kcRUJVtQMYDCxQ,padel
WRC PADEL,3 Rue Johannes Kepler,78190 Trappes,Padel club,Europe/Paris,+33 7 59 54 07 69,"07 59 54 07 69, +33 7 59 54 07 69",WRC PADEL (Owner),,,22,4.9,https://www.google.com/maps?cid=9036877855942266447,48.7654991,1.9849776,https://wrcpadel.fr/,wrcpadel.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVufm06SsCJIvp4TPpVfSseiEnjzBw95bp4nPFJyEcPgkTcNvY4DslLkVZE-IF8xQD-7faRe-wQ4eDt9sf7ruvywDzVFWOvEnuHqnThHtbYque_mmMODvtQI__oYZWh_dF5mRXkbLQv7rS,ChIJWfItHQCD5kcRT04I0odwaX0,padel
Forest Hill - La Défense,9 Av. de la Liberté,92000 Nanterre,"Gym, Badminton club, Badminton court, Hammam, Padel club, Padel court, Sauna, Sports complex, Table tennis club, Tennis club",Europe/Paris,+33 1 47 24 67 67,"01 47 24 67 67, +33 1 47 24 67 67",Forest Hill - La Défense (Owner),,"facebook: https://www.facebook.com/ForestHill.fb
instagram: https://www.instagram.com/clubsforesthill
twitter: https://x.com/clubsforesthill",398,3.4,https://www.google.com/maps?cid=8313848755540142257,48.888326,2.2083021,http://www.forest-hill.fr/,forest-hill.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXQIo6nNEoc7pwJGnbLM7Rimx7Yw4T7dMeUhQ_M6EA2b79rJKydB9Hs48QcCFqmaHGJZ8b__V3WPDjMiJw1yOvjQp-HEuX3N-XhPQl8xiKAdHzF6L_gmpYXX3aGcXs-zCy8mP9vDFtizEs,ChIJzTqhapJk5kcRsShL_mS5YHM,padel
La Pommeraie - Padel Badminton,4 Chem. de Beauregard,14112 Biéville-Beuville,"Sports club, Badminton court, Padel court, Personal trainer, Pickleball court",Europe/Paris,+33 2 31 44 31 54,"02 31 44 31 54, +33 2 31 44 31 54",La Pommeraie - Padel Badminton (Owner),,"facebook: https://www.facebook.com/lapommeraiepadel
instagram: https://www.instagram.com/la_pommeraie_padel",69,4.8,https://www.google.com/maps?cid=9514012409484742790,49.2293142,-0.3305224,https://www.lapommeraie-padel.fr/,lapommeraie-padel.fr,https://lh3.googleusercontent.com/p/AF1QipOh1XNM4RErnCmL0WYoIhX10nRwJXNgMgy6raQ4,ChIJ0Wh1hpNnCkgRhhD_B-GPCIQ,padel
A.T. LES ULIS,6 Av. du Hoggar,91940 Les Ulis,"Tennis club, Sports club",Europe/Paris,+33 1 69 28 24 98,"01 69 28 24 98, +33 1 69 28 24 98",A.T. LES ULIS (Owner),,,22,4.5,https://www.google.com/maps?cid=14357167623464995795,48.6866302,2.2019495,https://tenup.fft.fr/club/57910403?utm_source=gmb,tenup.fft.fr,https://lh3.googleusercontent.com/p/AF1QipOQ_2yL5Gv10gHA1F6TWYO2n94OQlLGREk0yNUV,ChIJD1SOFJ3X5UcR08te0eLnPsc,padel
UCPA Sport Station Paris,28 All. Rose Dieng-Kuntz,75019 Paris,"Padel court, Athletic field, Badminton complex, Badminton court, Fitness center, Gym, Sports complex, Rock climbing, Rock climbing gym, Squash court",Europe/Paris,+33 9 75 18 11 80,"09 75 18 11 80, +33 9 75 18 11 80",UCPA Sport Station Paris (Owner),hello-paris19@ucpasportstation.com,"facebook: https://www.facebook.com/UCPA-Sport-Station-Paris-110361908206755
instagram: https://www.instagram.com/ucpa_sport_station_paris",320,4.4,https://www.google.com/maps?cid=682916550357921272,48.8960327,2.3717558,https://www.ucpa.com/sport-station/paris-19?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,ucpa.com,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMQJ1UsGr7S3U7uUqHXX0OT0pvi-QtAVMfvo1BzLI2aUkToxzoaBOZ7LD4r1bESKOVencQ0jYkWjbm_FoURkrPUSspb2U5gnBm9Xw0hDnIeP3jRm5OfVIryb-P5iZ64BaKuZA_,ChIJD6Uqjntt5kcR-K1R-_s0egk,padel
Padel Up,26 Rue de l'Aubetin,77120 Coulommiers,Padel court,Europe/Paris,,,Padel Up (Owner),contact@padel-up.fr,"instagram: https://www.instagram.com/padel_up77
linkedin: https://www.linkedin.com/company/padel-up77",1,5,https://www.google.com/maps?cid=12432525797383859912,48.801991,3.0935,https://www.padel-up.fr/,padel-up.fr,https://lh3.googleusercontent.com/p/AF1QipND4sYg44PThsvUjUo30uvrsvz1aaBdqAmo-y0o,ChIJxQZhEmm36EcRyO7xpVc0iaw,padel
ASA TENNIS PADEL AGNETZ,60600 Agnetz,France,Tennis club,Europe/Paris,,,ASA TENNIS PADEL AGNETZ (Owner),,,19,4.5,https://www.google.com/maps?cid=2036175650564282406,49.3870964,2.3853299,http://www.club.fft.fr/as.agnetz-tennis/56600266_a/cms/index_public.php?us_action=show_note_site&login_off=1&ui_id_site=1,club.fft.fr,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WSDAxt3GeSKInAi3W2PAjQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=325.51584&pitch=0&thumbfov=100,ChIJtyzV1Kez50cRJhgvUPfyQRw,padel
Forest Hill - La Marche,1Bis Bd de la République,92430 Marnes-la-Coquette,"Fitness center, Gym, Hammam, Padel club, Padel court, Sauna, Soccer field, Tennis club, Tennis court",Europe/Paris,+33 1 47 41 13 68,"01 47 41 13 68, +33 1 47 41 13 68",Forest Hill - La Marche (Owner),,"facebook: https://www.facebook.com/ForestHill.fb
instagram: https://www.instagram.com/clubsforesthill
twitter: https://x.com/clubsforesthill",285,3.7,https://www.google.com/maps?cid=4177329278325759308,48.8349227,2.1664516,http://www.forest-hill.fr/,forest-hill.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXVw1Sm4fvOErPgagLubreId-N9qFpPIt-QHKP5GPtprHlAZzLqXcVHd-1xQ-WLGsN1av5Mm7ijox1qhUe-8yVli6vKP_P8J2GhnL4Y7Hz1WGElW9P18FBLRjTdY815FoT1fez,ChIJ5x1zBZV85kcRTB1yoNja-Dk,padel
Padel-Rsb-Tour,63 Av. du 18 Juin 1940,92500 Rueil-Malmaison,Sports complex,Europe/Paris,+33 7 68 85 24 46,"07 68 85 24 46, +33 7 68 85 24 46",Padel-Rsb-Tour (Owner),,,,,https://www.google.com/maps?cid=2831953471100612564,48.8682028,2.1932893,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NNOYwBTlvmsSzAOz-HFbGg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=12.104083&pitch=0&thumbfov=100,ChIJd0V8X55l5kcR1O9iea0eTSc,padel
Infinite Padel Courts,9 Rue Gustave Eiffel,60000 Beauvais,Sports complex,Europe/Paris,+33 3 44 03 29 23,"03 44 03 29 23, +33 3 44 03 29 23",Infinite Padel Courts (Owner),infinitepadelcourts@gmail.com,"instagram: https://www.instagram.com/infinitepadelcourts
linkedin: https://www.linkedin.com/company/infinite-padel-courts",,,https://www.google.com/maps?cid=8224087926252281459,49.4136899,2.119216,https://infinitepadelcourts.com/,infinitepadelcourts.com,https://lh3.googleusercontent.com/p/AF1QipNwkPzjHCefOfgSJjHomvlaaUZJzx02IUsT0PaA,ChIJxY1mSw4H50cRc57YVWXUIXI,padel
Tennis Padel Bois Colombes,136 Rue de l'Abbé Jean Glatz,92270 Bois-Colombes,Sports club,Europe/Paris,+33 1 86 04 80 09,"01 86 04 80 09, +33 1 86 04 80 09",Tennis Padel Bois Colombes (Owner),,instagram: https://www.instagram.com/tennispadelboiscolombes,3,5,https://www.google.com/maps?cid=13602208014772627910,48.9232756,2.2700596,https://tpbc.fr/,tpbc.fr,,ChIJFWecn8Nl5kcRxml-MR_AxLw,padel
Au Fil des Courts,2 Rue Guy Boulet,60600 Breuil-le-Sec,Padel court,Europe/Paris,+33 6 79 44 45 24,"06 79 44 45 24, +33 6 79 44 45 24",Au Fil des Courts (Owner),aufildescourts@gmail.com,"facebook: https://www.facebook.com/aufildescourts
instagram: https://www.instagram.com/aufildescourts",10,4.3,https://www.google.com/maps?cid=14181948752004662477,49.381192,2.438622,https://www.aufildescourts.com/,aufildescourts.com,https://lh3.googleusercontent.com/p/AF1QipNQ5y648mdWB4igEY06XjI7IrT77qj91Gu4IzMs,ChIJo1YHm8y150cRzUQIMkBn0MQ,padel
Forest Hill - Versailles,11 Rue Exelmans,78000 Versailles,"Fitness center, Badminton club, Badminton court, Gym, Padel club, Padel court, Sauna, Squash club, Squash court",Europe/Paris,+33 1 39 53 09 09,"01 39 53 09 09, +33 1 39 53 09 09",Forest Hill - Versailles (Owner),,"facebook: https://www.facebook.com/ForestHill.fb
instagram: https://www.instagram.com/clubsforesthill
twitter: https://x.com/clubsforesthill",169,3.7,https://www.google.com/maps?cid=3311320445937734321,48.8136018,2.1251427,http://www.forest-hill.fr/,forest-hill.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7uKVPH0RfR0zUpAL1GrJ_RkUz1b8j8cbK3pM4D7aivquwwpObIMlK7f66UhOOn7z3XlyTG9wG3I8-Y3Y8zDCHWLVaCRsOxfIseaHfiI2Ayptpawesh57_7y1-SaTnKc3O-AyP,ChIJ059CUqR95kcRsVKbxWYs9C0,padel
Tennis Club de Paris,15 Av. Félix d'Herelle,75016 Paris,Tennis club,Europe/Paris,+33 1 46 47 73 90,"01 46 47 73 90, +33 1 46 47 73 90",Tennis Club de Paris (Owner),"contact@tennisclubdeparis.fr,jhaehnel@tennisclubdeparis.fr,fgonzalez@tennisclubdeparis.fr,cgoldie@tennisclubdeparis.fr","facebook: https://www.facebook.com/tennisclubdeparis
instagram: https://www.instagram.com/tennisclubdeparis
linkedin: https://www.linkedin.com/company/tennis-club-de-paris-tcp
twitter: https://x.com/TennisClubParis",149,4.5,https://www.google.com/maps?cid=13899465047666525913,48.8347397,2.257086,https://www.tennisclubdeparis.fr/,tennisclubdeparis.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFGXiSBqRxApFtOTFXO-utB1v1wQmhC4f7MdSqUXFeiwrLRJ96iRBZKYKfCy61X8q3aCKl5L-bOeEFxduSChIAN2BJakF2xOc0lhw4eiEk0_4rLI9JYYAkAVmvi4Bufoo1VkKniw,ChIJdfSB-ZR65kcR2QYfftHR5MA,padel
Padel de Guignicourt,9 Rue du Moulin,02190 Villeneuve-sur-Aisne,Sports club,Europe/Paris,,,Padel de Guignicourt (Owner),,,,,https://www.google.com/maps?cid=10996443878894651161,49.4400324,3.9631087,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i2qtODPiT9fsCqyQcxpkOw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=341.50317&pitch=0&thumbfov=100,ChIJZSu3XQCj6UcRGccIOnI3m5g,padel
OSS Tennis Squash Badminton Padel Pickleball,Chem. des Luzernes,95110 Sannois,Sports complex,Europe/Paris,+33 1 34 10 98 42,"01 34 10 98 42, +33 1 34 10 98 42",OSS Tennis Squash Badminton Padel Pickleball (Owner),osstennis@wanadoo.fr,"facebook: https://www.facebook.com/OS.Sannois.Tennis.Squash.Badminton.Padel
instagram: https://www.instagram.com/os.sannois",445,4.6,https://www.google.com/maps?cid=15217438011935304807,48.9764459,2.2428978,https://www.ossannois.fr/,ossannois.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfdl5VNR8SPMZFcUGBqWsp7AQznMPx5GKVGGCGCUfHL9BgSU7TfF4rAhjYX37Chn8WeIPY6i1Ip5xVy_niRNNyW2BSXIp2WH9VxTPZOxY4T4XyCgJHgQQrqMTzNZ9jtdYAju4,ChIJPbFCC1Vm5kcRZyzuFD8zL9M,padel
Padel Ballainvilliers,9 Chem. de la Guy,91160 Ballainvilliers,Padel court,Europe/Paris,,,Padel Ballainvilliers (Owner),,,,,https://www.google.com/maps?cid=8865148880881401734,48.675272,2.299071,,,https://lh3.googleusercontent.com/p/AF1QipOtriilj6P8uKHQJireT4JfFHI0Iue_Awothfct,ChIJ81p7rK_Z5UcRhj_jBfBVB3s,padel
Tennis Club Padel du Pays de l'Ourcq (TC2PO ) et Dojo Frédérique Jossinet,Rue Louis Benoist,77440 Ocquerre,Sports club,Europe/Paris,+33 1 60 61 55 00,"01 60 61 55 00, +33 1 60 61 55 00",Tennis Club Padel du Pays de l'Ourcq (TC2PO ) et Dojo Frédérique Jossinet (Owner),sport@paysdelourcq.fr,"facebook: https://www.facebook.com/CCPaysOurcq
instagram: https://www.instagram.com/ccpaysourcq
linkedin: https://www.linkedin.com/company/73893777
youtube: https://www.youtube.com/channel/UC41WgfJdzXhk9bKPt7LVvOQ",4,4.5,https://www.google.com/maps?cid=15964036498779892551,49.024346,3.0334759,https://www.paysdelourcq.fr/mes-activites/les-equipements-sportifs/le-complexe-sportif-guy-michaux/,paysdelourcq.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfX2VoxA0giZycF1MiYpCAsD3wQUYnO4nN_8mI1V71_SAbqfPQM385RXln0ZCA2HsniwDRRS-zkL67TRFOho-CvE4VMyZJqpga5jMwy2z5H2HJnm5ydXV7SfsX2pqjQGgXTtMqNQ,ChIJCaPQ-_yX6EcRR2slU52mi90,padel
Padel Solutions | Constructeur Terrain Padel,20 Rue Villiers de L'Isle-Adam,60000 Beauvais,Padel court,Europe/Paris,+33 7 56 85 07 60,"07 56 85 07 60, +33 7 56 85 07 60",Padel Solutions | Constructeur Terrain Padel (Owner),,,,,https://www.google.com/maps?cid=14837577908404329580,49.4276325,2.0858437,https://padel-solutions.com/,padel-solutions.com,https://lh3.googleusercontent.com/p/AF1QipNScM51Wkx1uMSKkIOBlH-QAbOS86TdsAiQ68KO,ChIJnec1R4MB50cRbJyfrX6q6c0,padel
Verneuil Padel Club,Av. de la Forêt d'Halatte,60550 Verneuil-en-Halatte,Padel club,Europe/Paris,,,Verneuil Padel Club (Owner),,,,,https://www.google.com/maps?cid=959124373412651028,49.2632418,2.509976,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TyL5Fvfq0FCTbljEiFyHTw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=242.25223&pitch=0&thumbfov=100,ChIJ6UtUCwA15kcRFCCuNIl-Tw0,padel
E.S. Massy Tennis,Rue Georges Mandel,91300 Massy,"Tennis club, Padel club, Sports club",Europe/Paris,+33 1 60 11 42 79,"01 60 11 42 79, +33 1 60 11 42 79",E.S. Massy Tennis (Owner),,,17,4.5,https://www.google.com/maps?cid=5368958259128761135,48.7364977,2.2532309,https://tenup.fft.fr/club/57910003,tenup.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvcQcOYd0c6u-Rttz-pIkM6-786CPcOOy2ZfO1iY5n6SQUV2zVH6Wn9VNTFMJlihAD8RLDnkvH-SYeR2laYCjbmqE98AUgdE5CPOPb_gtBwSNs4ulS-KNvGxQq9McqRwv58kk,ChIJnZC3ptV55kcRL_tEORdfgko,padel
Terrains Padel,3 Rue de Montdidier,60120 Breteuil,Sports club,Europe/Paris,,,Terrains Padel (Owner),,,,,https://www.google.com/maps?cid=12320886421214513041,49.6297887,2.3002712,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7buaZX6TWkXu-7_tT0VY0Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=330.45294&pitch=0&thumbfov=100,ChIJU6jNcwCj50cRkcds1uuU_Ko,padel
TENNIS CLUB DE PONTOISE,18 Chem. de la Pelouse,95300 Pontoise,Sports club,Europe/Paris,+33 6 76 50 06 87,"06 76 50 06 87, +33 6 76 50 06 87",TENNIS CLUB DE PONTOISE (Owner),,,39,4.4,https://www.google.com/maps?cid=15556736861306686274,49.03747,2.095021,https://club.fft.fr/tc.pontoise/,club.fft.fr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzopjsnI2wzD3ZbZC1OWW3eM0rxQ_z3ewQwIdt6k7KIitVGYmyyWFxHa0O_gFDYk96Dd44dY06gz5JdbTqtchIE1iJ3BjVW7LSmQRWYVA9rUVFKT5w6gdCYnb4WZNuT28LJGqdLGw,ChIJGXPRpjP15kcRQgtpksCh5Nc,padel
